project_id,month,site_visits,training_hours,template_use,standups_per_week,early_warning_active,issues_opened,severe_issues,resolution_time_days,reporting_lag_days,data_quality_score,audit_score,kpi_met
P0078,2024-02-01,7,8.1,1,3,0,6,2,5.5,1.7,1.0,83.5,1
P0078,2024-03-01,7,7.7,1,3,0,9,5,4.8,3.0,0.989,78.7,1
P0078,2024-04-01,4,10.0,1,3,0,10,3,3.4,0.8,0.864,73.2,1
P0078,2024-05-01,7,9.1,1,3,0,7,2,2.9,0.9,1.0,85.7,1
P0078,2024-06-01,5,7.0,1,3,0,1,0,3.8,1.6,1.0,87.0,1
P0078,2024-07-01,6,9.3,1,3,0,6,1,4.4,2.5,1.0,82.1,1
P0078,2024-08-01,7,9.7,1,3,0,4,2,5.1,0.6,1.0,93.9,1
P0078,2024-09-01,6,11.1,1,3,0,10,4,4.5,0.7,0.902,79.5,1
P0078,2024-10-01,5,7.6,1,3,0,2,0,2.9,2.0,1.0,84.0,1
P0078,2024-11-01,5,7.5,1,3,0,1,0,4.0,1.2,1.0,84.8,1
P0078,2024-12-01,5,9.7,1,3,0,4,0,3.6,2.6,1.0,88.4,1
P0079,2024-01-01,4,7.6,1,3,1,7,1,5.0,1.4,0.913,82.9,1
P0079,2024-02-01,5,9.6,1,3,1,4,0,5.0,1.9,1.0,79.5,1
P0079,2024-03-01,4,8.1,1,3,1,9,3,5.6,1.5,0.816,74.4,1
P0079,2024-04-01,4,5.3,1,3,1,4,0,5.0,0.3,0.946,78.7,1
P0079,2024-05-01,3,5.4,1,3,1,8,1,3.6,1.6,0.749,81.8,1
P0079,2024-06-01,5,6.5,1,3,1,6,0,4.8,1.2,1.0,82.2,1
P0079,2024-07-01,3,8.3,1,3,1,8,1,7.2,2.2,0.89,81.1,1
P0079,2024-08-01,3,4.0,1,3,1,5,1,6.6,0.4,0.9,80.5,1
P0079,2024-09-01,6,8.1,1,3,1,6,1,5.3,1.0,1.0,89.2,1
P0079,2024-10-01,5,6.5,1,3,1,4,0,4.4,0.7,1.0,88.8,1
P0079,2024-11-01,4,7.1,1,3,1,6,0,4.6,2.4,0.927,88.3,1
P0079,2024-12-01,6,9.4,1,3,1,2,0,3.3,1.2,1.0,92.6,1
P0080,2024-01-01,5,4.5,0,3,0,7,4,7.0,2.3,0.872,79.9,1
P0080,2024-02-01,5,9.7,0,3,0,2,0,4.2,2.0,1.0,86.2,1
P0080,2024-03-01,3,5.9,0,3,0,7,3,7.7,1.5,0.733,78.9,0
P0080,2024-04-01,5,8.3,0,3,0,6,2,6.7,2.5,1.0,89.9,1
P0080,2024-05-01,3,7.2,0,3,0,6,3,6.8,0.1,0.898,79.3,1
P0080,2024-06-01,4,4.8,0,3,0,3,2,7.3,1.6,0.825,75.9,1
P0080,2024-07-01,5,7.7,0,3,0,6,2,5.6,2.6,0.988,80.2,1
P0080,2024-08-01,3,7.2,0,3,0,6,0,7.1,2.6,0.96,80.1,1
P0080,2024-09-01,3,9.0,0,3,0,7,4,6.3,2.6,0.774,76.9,1
P0080,2024-10-01,5,7.1,0,3,0,6,2,7.1,2.8,0.921,72.3,1
P0080,2024-11-01,7,8.8,0,3,0,4,0,7.7,1.4,1.0,81.5,1
P0080,2024-12-01,5,6.2,0,3,0,7,3,7.2,2.2,0.913,75.0,1
P0081,2024-01-01,5,9.4,0,2,1,4,0,8.0,2.5,1.0,87.5,1
P0081,2024-02-01,5,9.0,0,2,1,8,1,8.8,2.9,1.0,69.3,1
P0081,2024-03-01,7,10.1,0,2,1,9,2,7.3,2.3,1.0,81.1,1
P0081,2024-04-01,4,7.9,0,2,1,3,0,7.3,3.4,1.0,79.9,1
P0081,2024-05-01,5,8.1,0,2,1,5,0,5.5,1.9,1.0,77.6,1
P0081,2024-06-01,4,9.3,0,2,1,2,0,7.5,2.2,1.0,89.9,1
P0081,2024-07-01,4,11.7,0,2,1,2,0,9.6,1.4,1.0,94.1,1
P0081,2024-08-01,5,11.3,0,2,1,3,0,6.7,3.2,1.0,84.8,1
P0081,2024-09-01,6,7.3,0,2,1,6,0,8.5,3.0,1.0,75.5,1
P0081,2024-10-01,7,7.9,0,2,1,4,1,7.1,1.8,1.0,82.1,1
P0081,2024-11-01,6,12.5,0,2,1,5,1,6.8,3.7,1.0,78.4,1
P0081,2024-12-01,5,10.9,0,2,1,7,0,6.5,3.0,1.0,82.5,1
P0082,2024-01-01,6,5.9,1,2,1,4,0,2.1,1.6,1.0,85.2,1
P0082,2024-02-01,6,8.9,1,2,1,4,0,4.8,3.4,1.0,80.0,1
P0082,2024-03-01,5,6.2,1,2,1,7,2,4.7,0.8,0.95,80.4,1
P0082,2024-04-01,4,7.5,1,2,1,4,0,1.9,0.9,1.0,84.1,1
P0082,2024-05-01,3,7.1,1,2,1,4,0,5.9,2.0,0.827,75.8,1
P0082,2024-06-01,4,7.0,1,2,1,8,1,5.6,1.1,0.854,76.7,1
P0082,2024-07-01,3,9.8,1,2,1,5,0,5.4,0.1,0.942,83.8,1
P0082,2024-08-01,6,8.1,1,2,1,4,0,3.7,2.0,1.0,82.8,1
P0082,2024-09-01,5,9.3,1,2,1,6,2,4.7,2.3,0.978,82.4,1
P0082,2024-10-01,6,10.4,1,2,1,8,0,4.2,1.5,1.0,78.3,1
P0082,2024-11-01,5,7.2,1,2,1,4,0,6.4,3.2,1.0,83.1,1
P0082,2024-12-01,5,8.1,1,2,1,6,0,7.1,1.5,1.0,86.8,1
P0083,2024-01-01,4,10.9,1,1,1,9,4,5.1,2.9,0.868,76.6,1
P0083,2024-02-01,6,6.1,1,1,1,5,2,4.5,1.9,0.982,75.7,1
P0083,2024-03-01,5,7.6,1,1,1,3,0,5.4,2.2,1.0,67.8,1
P0083,2024-04-01,5,9.5,1,1,1,6,2,6.1,3.2,1.0,82.4,1
P0083,2024-05-01,5,9.4,1,1,1,4,0,5.0,3.4,0.986,80.3,1
P0083,2024-06-01,3,4.1,1,1,1,9,2,7.1,2.6,0.731,69.5,0
P0083,2024-07-01,5,5.8,1,1,1,6,1,5.5,2.4,0.888,75.7,1
P0083,2024-08-01,3,8.2,1,1,1,7,2,5.0,1.4,0.764,70.8,1
P0083,2024-09-01,5,8.6,1,1,1,4,1,5.9,3.2,0.954,87.4,1
P0083,2024-10-01,4,7.3,1,1,1,6,2,6.7,1.9,0.925,83.4,1
P0083,2024-11-01,4,6.2,1,1,1,5,0,6.2,2.3,0.956,83.0,1
P0083,2024-12-01,3,7.6,1,1,1,2,0,6.1,2.8,0.893,76.5,1
P0084,2024-01-01,6,9.4,1,2,1,4,1,3.6,1.2,1.0,84.6,1
P0084,2024-02-01,5,7.1,1,2,1,7,2,6.4,1.2,0.94,75.4,1
P0084,2024-03-01,5,7.0,1,2,1,10,3,2.6,0.9,0.853,72.9,1
P0084,2024-04-01,3,9.4,1,2,1,6,0,6.2,1.7,0.995,80.8,1
P0084,2024-05-01,3,10.2,1,2,1,2,0,5.1,1.6,0.975,87.3,1
P0084,2024-06-01,6,8.3,1,2,1,5,3,4.0,1.0,0.98,86.0,1
P0084,2024-07-01,5,9.1,1,2,1,4,0,5.0,3.1,1.0,81.3,1
P0084,2024-08-01,6,6.9,1,2,1,7,2,6.4,1.6,1.0,80.5,1
P0084,2024-09-01,5,7.4,1,2,1,4,0,3.5,1.8,1.0,91.2,1
P0084,2024-10-01,5,10.1,1,2,1,5,1,4.8,1.0,1.0,82.6,1
P0084,2024-11-01,5,8.2,1,2,1,8,1,5.1,0.9,0.973,81.5,1
P0084,2024-12-01,3,7.6,1,2,1,4,0,5.1,1.9,0.942,81.5,1
P0085,2024-01-01,5,10.0,1,3,0,8,2,4.4,2.6,1.0,87.1,1
P0085,2024-02-01,5,6.2,1,3,0,6,2,3.1,1.9,0.915,81.1,1
P0085,2024-03-01,5,6.7,1,3,0,4,0,3.7,2.3,0.983,82.1,1
P0085,2024-04-01,4,5.4,1,3,0,6,2,5.4,1.1,0.853,82.5,1
P0085,2024-05-01,4,8.4,1,3,0,5,1,3.0,0.5,0.933,82.3,1
P0085,2024-06-01,4,6.7,1,3,0,5,2,5.2,2.7,0.853,82.2,1
P0085,2024-07-01,3,12.0,1,3,0,7,3,4.9,2.3,0.905,86.0,1
P0085,2024-08-01,3,8.8,1,3,0,3,1,4.1,1.7,0.912,90.2,1
P0085,2024-09-01,7,8.4,1,3,0,6,3,3.5,0.0,1.0,82.2,1
P0085,2024-10-01,4,11.1,1,3,0,4,0,3.2,0.5,1.0,85.0,1
P0085,2024-11-01,5,10.7,1,3,0,6,2,4.6,2.1,0.989,89.2,1
P0085,2024-12-01,3,7.7,1,3,0,4,2,3.5,0.2,0.853,90.5,1
P0086,2024-01-01,6,8.0,0,1,1,5,0,9.0,5.2,1.0,80.4,1
P0086,2024-02-01,4,11.1,0,1,1,0,0,10.2,3.2,1.0,87.6,1
P0086,2024-03-01,6,9.3,0,1,1,6,2,6.1,4.5,0.985,81.5,1
P0086,2024-04-01,4,12.4,0,1,1,4,0,8.4,4.4,1.0,80.2,1
P0086,2024-05-01,5,8.8,0,1,1,6,2,7.0,4.4,0.967,75.0,1
P0086,2024-06-01,7,9.8,0,1,1,3,0,9.4,2.5,1.0,78.7,1
P0086,2024-07-01,7,9.8,0,1,1,4,0,8.0,3.1,1.0,82.5,1
P0086,2024-08-01,5,9.4,0,1,1,8,1,7.7,3.8,0.96,70.5,1
P0086,2024-09-01,3,10.4,0,1,1,4,1,8.1,2.6,0.957,83.3,1
P0086,2024-10-01,5,10.0,0,1,1,4,0,7.9,4.8,0.996,79.1,1
P0086,2024-11-01,5,10.2,0,1,1,3,0,8.3,2.0,1.0,83.6,1
P0086,2024-12-01,6,7.9,0,1,1,3,0,7.6,2.6,1.0,81.2,1
P0087,2024-01-01,5,8.8,1,2,1,4,0,3.9,1.8,1.0,77.9,1
P0087,2024-02-01,2,8.5,1,2,1,3,0,7.0,2.2,0.802,73.6,1
P0087,2024-03-01,3,4.7,1,2,1,4,0,5.0,1.0,0.847,75.5,1
P0087,2024-04-01,4,8.0,1,2,1,3,0,4.3,1.9,1.0,88.0,1
P0087,2024-05-01,3,8.4,1,2,1,6,1,6.3,0.7,0.953,78.1,1
P0087,2024-06-01,7,7.2,1,2,1,8,2,5.3,0.5,1.0,79.3,1
P0087,2024-07-01,5,5.7,1,2,1,8,2,6.1,1.1,0.927,73.9,1
P0087,2024-08-01,5,9.0,1,2,1,6,1,4.9,2.6,1.0,78.7,1
P0087,2024-09-01,4,11.1,1,2,1,6,0,3.5,2.2,1.0,84.8,1
P0087,2024-10-01,7,8.3,1,2,1,8,3,5.9,1.6,0.959,84.6,1
P0087,2024-11-01,5,5.6,1,2,1,1,0,3.5,2.4,1.0,87.7,1
P0087,2024-12-01,6,7.3,1,2,1,1,0,4.0,1.6,1.0,82.9,1
P0088,2024-01-01,6,8.9,1,4,1,7,3,3.7,0.5,1.0,85.6,1
P0088,2024-02-01,5,5.5,1,4,1,5,0,2.9,0.0,0.996,83.2,1
P0088,2024-03-01,3,8.8,1,4,1,5,0,3.6,0.7,1.0,90.5,1
P0088,2024-04-01,5,11.2,1,4,1,6,0,3.6,0.4,1.0,94.8,1
P0088,2024-05-01,0,6.7,1,4,1,6,0,3.2,0.0,0.67,88.8,1
P0088,2024-06-01,3,7.3,1,4,1,3,0,3.2,1.8,0.919,95.3,1
P0088,2024-07-01,4,4.8,1,4,1,6,0,5.6,0.0,0.989,85.0,1
P0088,2024-08-01,6,9.1,1,4,1,5,0,4.5,0.1,1.0,84.5,1
P0088,2024-09-01,5,5.1,1,4,1,2,0,3.2,1.6,1.0,81.9,1
P0088,2024-10-01,4,8.5,1,4,1,6,0,1.0,0.4,1.0,89.8,1
P0088,2024-11-01,5,9.8,1,4,1,5,0,3.6,1.9,1.0,87.5,1
P0088,2024-12-01,5,6.7,1,4,1,5,0,3.7,0.0,1.0,95.9,1
P0089,2024-01-01,4,5.5,0,3,1,9,3,7.1,2.2,0.787,70.6,1
P0089,2024-02-01,3,11.7,0,3,1,3,0,5.6,0.6,1.0,88.3,1
P0089,2024-03-01,5,9.7,0,3,1,4,0,8.6,2.6,1.0,86.6,1
P0089,2024-04-01,5,9.9,0,3,1,4,0,6.0,1.9,1.0,83.4,1
P0089,2024-05-01,5,4.7,0,3,1,3,0,7.6,1.7,1.0,93.5,1
P0089,2024-06-01,3,9.3,0,3,1,5,2,6.1,2.0,0.877,76.5,1
P0089,2024-07-01,4,7.7,0,3,1,6,0,7.2,2.7,1.0,79.3,1
P0089,2024-08-01,6,9.3,0,3,1,7,2,9.1,3.4,1.0,76.0,1
P0089,2024-09-01,4,6.0,0,3,1,8,2,8.0,2.0,0.847,66.8,1
P0089,2024-10-01,5,8.5,0,3,1,7,1,5.4,1.7,1.0,72.4,1
P0089,2024-11-01,5,7.6,0,3,1,3,0,5.6,2.7,1.0,80.0,1
P0089,2024-12-01,6,9.9,0,3,1,2,0,7.2,1.5,1.0,82.3,1
P0090,2024-01-01,4,5.5,0,2,1,6,2,8.1,4.1,0.915,72.1,1
P0090,2024-02-01,4,9.7,0,2,1,8,1,8.8,3.1,0.946,81.8,1
P0090,2024-03-01,4,7.8,0,2,1,4,0,6.3,2.1,1.0,80.8,1
P0090,2024-04-01,4,5.2,0,2,1,6,0,6.2,2.2,0.959,80.7,1
P0090,2024-05-01,5,9.3,0,2,1,6,2,7.3,3.0,0.974,75.3,1
P0090,2024-06-01,5,6.9,0,2,1,8,3,7.2,1.4,0.904,69.1,1
P0090,2024-07-01,6,10.8,0,2,1,3,0,6.3,2.6,1.0,77.7,1
P0090,2024-08-01,4,7.5,0,2,1,2,0,7.2,2.6,1.0,82.4,1
P0090,2024-09-01,5,4.8,0,2,1,4,0,6.8,2.4,1.0,74.9,1
P0090,2024-10-01,5,8.3,0,2,1,6,0,7.1,4.3,0.966,76.9,1
P0090,2024-11-01,6,7.1,0,2,1,5,0,6.9,3.0,1.0,82.8,1
P0090,2024-12-01,3,5.6,0,2,1,3,1,6.8,2.3,0.823,76.0,1
P0091,2024-01-01,4,3.5,0,3,1,4,0,6.7,1.9,0.917,81.3,1
P0091,2024-02-01,4,2.9,0,3,1,3,0,5.5,2.5,0.874,79.9,1
P0091,2024-03-01,3,7.3,0,3,1,4,0,5.0,0.9,0.893,81.1,1
P0091,2024-04-01,5,5.3,0,3,1,7,1,9.3,1.9,0.976,70.1,1
P0091,2024-05-01,5,11.3,0,3,1,1,0,7.9,1.7,1.0,87.5,1
P0091,2024-06-01,3,4.5,0,3,1,3,0,7.7,3.6,0.894,88.5,1
P0091,2024-07-01,4,5.4,0,3,1,7,1,7.4,1.9,0.902,74.3,1
P0091,2024-08-01,4,5.4,0,3,1,3,0,6.4,2.2,0.976,85.7,1
P0091,2024-09-01,5,7.0,0,3,1,8,0,8.8,2.3,1.0,81.3,1
P0091,2024-10-01,5,11.7,0,3,1,2,0,6.9,2.7,1.0,86.6,1
P0091,2024-11-01,6,7.6,0,3,1,3,0,8.5,1.0,1.0,89.0,1
P0091,2024-12-01,5,7.7,0,3,1,4,0,8.3,3.3,0.973,78.4,1
P0092,2024-01-01,7,11.4,0,2,1,8,1,7.7,3.6,1.0,81.3,1
P0092,2024-02-01,6,6.0,0,2,1,3,0,6.7,1.0,1.0,76.7,1
P0092,2024-03-01,4,9.0,0,2,1,7,2,8.8,1.8,0.926,83.5,1
P0092,2024-04-01,5,11.2,0,2,1,1,0,7.1,3.4,1.0,80.2,1
P0092,2024-05-01,4,11.1,0,2,1,3,0,9.7,3.8,1.0,98.0,1
P0092,2024-06-01,5,10.0,0,2,1,3,0,8.2,3.9,1.0,89.7,1
P0092,2024-07-01,3,8.0,0,2,1,7,2,6.1,2.1,0.849,69.5,1
P0092,2024-08-01,5,9.4,0,2,1,4,1,7.3,2.2,1.0,80.2,1
P0092,2024-09-01,6,9.5,0,2,1,3,0,8.6,2.4,1.0,79.4,1
P0092,2024-10-01,6,8.2,0,2,1,6,1,7.6,2.7,1.0,74.9,1
P0092,2024-11-01,5,8.1,0,2,1,5,0,8.0,2.1,1.0,81.4,1
P0092,2024-12-01,4,11.0,0,2,1,6,0,7.2,2.5,1.0,80.3,1
P0093,2024-01-01,4,5.5,0,3,1,9,2,6.8,2.3,0.825,74.4,1
P0093,2024-02-01,4,6.8,0,3,1,5,1,7.7,2.1,0.941,83.1,1
P0093,2024-03-01,4,7.8,0,3,1,5,0,6.1,1.5,1.0,79.6,1
P0093,2024-04-01,4,6.9,0,3,1,5,1,7.2,4.9,0.988,89.2,1
P0093,2024-05-01,2,8.7,0,3,1,5,0,6.3,2.0,0.902,85.3,1
P0093,2024-06-01,3,3.7,0,3,1,3,0,6.4,0.7,0.921,79.2,1
P0093,2024-07-01,5,8.7,0,3,1,5,0,7.1,1.3,1.0,82.7,1
P0093,2024-08-01,3,4.7,0,3,1,3,0,7.1,2.5,0.928,83.0,1
P0093,2024-09-01,5,10.8,0,3,1,9,2,6.3,1.6,1.0,80.0,1
P0093,2024-10-01,0,7.5,0,3,1,6,2,6.5,2.9,0.661,76.8,0
P0093,2024-11-01,5,8.5,0,3,1,5,0,6.7,3.5,1.0,80.4,1
P0093,2024-12-01,2,8.5,0,3,1,5,0,7.3,3.3,0.89,81.0,1
P0094,2024-01-01,6,8.2,1,3,1,5,0,5.9,1.1,1.0,82.8,1
P0094,2024-02-01,7,9.3,1,3,1,4,0,4.3,0.4,1.0,91.2,1
P0094,2024-03-01,7,6.4,1,3,1,2,0,4.1,1.9,1.0,88.2,1
P0094,2024-04-01,5,7.0,1,3,1,4,1,4.9,0.0,1.0,90.2,1
P0094,2024-05-01,7,8.5,1,3,1,8,2,4.2,0.0,1.0,77.3,1
P0094,2024-06-01,6,7.0,1,3,1,5,0,3.5,2.7,1.0,83.2,1
P0094,2024-07-01,5,11.4,1,3,1,3,0,3.7,1.3,1.0,96.7,1
P0094,2024-08-01,5,9.1,1,3,1,1,0,3.6,0.9,1.0,86.7,1
P0094,2024-09-01,4,11.3,1,3,1,5,0,3.6,0.0,1.0,86.5,1
P0094,2024-10-01,5,5.8,1,3,1,4,0,4.0,1.0,1.0,82.5,1
P0094,2024-11-01,6,10.5,1,3,1,7,2,3.5,1.5,1.0,79.9,1
P0094,2024-12-01,4,4.5,1,3,1,4,0,3.8,1.2,0.937,84.1,1
P0095,2024-01-01,6,8.6,1,1,1,5,2,5.5,1.5,1.0,80.5,1
P0095,2024-02-01,3,8.5,1,1,1,6,1,6.3,1.0,0.829,67.3,1
P0095,2024-03-01,5,9.9,1,1,1,4,1,6.1,2.9,1.0,88.4,1
P0095,2024-04-01,6,10.4,1,1,1,6,3,5.8,2.6,1.0,80.6,1
P0095,2024-05-01,7,12.2,1,1,1,9,2,5.1,2.6,1.0,74.3,1
P0095,2024-06-01,5,8.6,1,1,1,4,1,7.8,3.6,0.964,81.6,1
P0095,2024-07-01,7,8.9,1,1,1,8,1,5.8,2.6,1.0,78.9,1
P0095,2024-08-01,6,8.8,1,1,1,1,0,6.1,0.9,1.0,87.8,1
P0095,2024-09-01,7,7.4,1,1,1,6,2,6.4,2.9,1.0,80.4,1
P0095,2024-10-01,5,8.6,1,1,1,2,0,4.0,1.8,1.0,84.1,1
P0095,2024-11-01,4,7.8,1,1,1,8,1,5.8,2.5,0.864,71.8,1
P0095,2024-12-01,6,9.3,1,1,1,4,0,4.5,2.4,1.0,86.5,1
P0096,2024-01-01,4,10.7,1,3,1,5,2,2.5,1.3,0.945,86.6,1
P0096,2024-02-01,5,7.2,1,3,1,4,0,4.4,0.9,1.0,87.0,1
P0096,2024-03-01,6,7.7,1,3,1,3,0,4.2,1.7,1.0,79.8,1
P0096,2024-04-01,6,10.5,1,3,1,1,0,4.1,1.6,1.0,85.8,1
P0096,2024-05-01,4,9.5,1,3,1,4,0,1.5,0.7,1.0,87.4,1
P0096,2024-06-01,5,9.4,1,3,1,5,0,4.2,1.6,1.0,91.6,1
P0096,2024-07-01,6,5.8,1,3,1,3,0,4.3,1.6,1.0,85.2,1
P0096,2024-08-01,5,9.2,1,3,1,3,0,3.7,2.6,1.0,95.6,1
P0096,2024-09-01,7,8.2,1,3,1,5,0,2.0,0.5,1.0,88.8,1
P0096,2024-10-01,4,5.9,1,3,1,5,0,4.9,0.5,0.949,82.0,1
P0096,2024-11-01,5,8.4,1,3,1,5,1,4.2,0.3,1.0,81.2,1
P0096,2024-12-01,4,9.0,1,3,1,6,0,3.9,0.0,1.0,81.3,1
P0097,2024-01-01,5,8.3,1,3,0,7,2,3.4,1.5,0.878,77.1,1
P0097,2024-02-01,3,7.8,1,3,0,6,1,5.1,0.9,0.889,78.5,1
P0097,2024-03-01,3,8.9,1,3,0,6,2,4.2,2.2,0.829,77.0,1
P0097,2024-04-01,4,8.0,1,3,0,3,0,3.6,2.1,1.0,83.3,1
P0097,2024-05-01,7,9.8,1,3,0,5,1,5.9,0.9,1.0,83.8,1
P0097,2024-06-01,5,5.0,1,3,0,3,1,3.3,1.9,1.0,87.3,1
P0097,2024-07-01,4,5.3,1,3,0,1,0,3.6,1.1,0.989,83.0,1
P0097,2024-08-01,4,6.0,1,3,0,4,0,5.2,1.5,0.994,90.2,1
P0097,2024-09-01,6,10.2,1,3,0,2,0,4.1,0.0,1.0,92.0,1
P0097,2024-10-01,5,8.8,1,3,0,7,3,5.3,0.3,0.87,82.0,1
P0097,2024-11-01,4,10.0,1,3,0,3,0,4.9,0.9,0.988,85.9,1
P0097,2024-12-01,6,7.5,1,3,0,8,3,3.6,1.6,0.935,84.8,1
P0098,2024-01-01,4,6.2,1,2,1,7,1,5.5,1.5,0.864,79.6,1
P0098,2024-02-01,4,9.5,1,2,1,6,2,5.5,0.9,0.865,80.3,1
P0098,2024-03-01,6,6.5,1,2,1,6,0,6.0,2.7,0.985,81.1,1
P0098,2024-04-01,6,7.2,1,2,1,4,2,5.0,1.9,1.0,86.7,1
P0098,2024-05-01,6,8.1,1,2,1,7,1,3.3,2.3,1.0,77.3,1
P0098,2024-06-01,5,6.8,1,2,1,4,0,6.0,0.5,0.956,84.3,1
P0098,2024-07-01,5,8.6,1,2,1,6,1,5.6,1.7,1.0,84.4,1
P0098,2024-08-01,2,5.0,1,2,1,5,0,3.9,2.2,0.828,75.5,1
P0098,2024-09-01,5,9.9,1,2,1,7,1,5.1,2.6,1.0,76.5,1
P0098,2024-10-01,5,8.8,1,2,1,6,1,4.6,2.1,1.0,72.6,1
P0098,2024-11-01,4,6.3,1,2,1,3,0,4.9,0.0,0.944,84.6,1
P0098,2024-12-01,2,6.0,1,2,1,5,2,4.7,1.6,0.744,67.9,1
P0099,2024-01-01,5,10.7,1,3,1,6,1,4.6,0.0,1.0,85.7,1
P0099,2024-02-01,6,11.4,1,3,1,5,0,4.2,0.5,1.0,95.7,1
P0099,2024-03-01,7,12.2,1,3,1,6,1,4.4,1.3,1.0,85.3,1
P0099,2024-04-01,6,8.2,1,3,1,3,0,4.7,2.8,1.0,86.7,1
P0099,2024-05-01,5,10.7,1,3,1,7,0,1.9,1.6,1.0,85.9,1
P0099,2024-06-01,4,8.6,1,3,1,8,1,3.0,1.0,0.896,76.3,1
P0099,2024-07-01,8,9.4,1,3,1,4,0,3.4,1.9,1.0,86.4,1
P0099,2024-08-01,4,8.6,1,3,1,6,0,4.4,0.0,1.0,82.0,1
P0099,2024-09-01,3,6.8,1,3,1,2,0,3.7,1.6,0.97,84.7,1
P0099,2024-10-01,5,11.6,1,3,1,6,1,3.6,0.6,1.0,84.7,1
P0099,2024-11-01,7,11.5,1,3,1,8,2,4.8,1.2,1.0,78.6,1
P0099,2024-12-01,5,8.9,1,3,1,2,0,3.9,1.8,1.0,86.3,1
P0100,2024-01-01,5,7.7,0,3,0,4,0,7.0,2.7,1.0,76.9,1
P0100,2024-02-01,7,5.7,0,3,0,7,4,6.6,4.0,0.899,83.3,1
P0100,2024-03-01,6,9.9,0,3,0,6,3,5.6,2.7,1.0,80.6,1
P0100,2024-04-01,5,3.6,0,3,0,4,0,7.8,2.4,0.909,76.6,1
P0100,2024-05-01,4,7.8,0,3,0,8,2,7.9,2.1,0.931,82.4,1
P0100,2024-06-01,5,10.2,0,3,0,6,2,6.5,2.4,0.998,80.8,1
P0100,2024-07-01,5,7.6,0,3,0,2,0,7.7,3.2,1.0,86.1,1
P0100,2024-08-01,7,8.0,0,3,0,3,0,7.7,0.5,1.0,90.8,1
P0100,2024-09-01,7,5.7,0,3,0,3,0,8.3,2.5,1.0,86.1,1
P0100,2024-10-01,3,3.8,0,3,0,8,5,6.2,2.2,0.636,68.5,0
P0100,2024-11-01,5,8.4,0,3,0,6,3,5.0,1.9,0.945,77.9,1
P0100,2024-12-01,4,11.1,0,3,0,7,2,7.2,2.9,0.923,91.6,1
P0101,2024-01-01,5,12.5,1,4,0,5,1,4.1,0.0,1.0,85.9,1
P0101,2024-02-01,6,8.3,1,4,0,5,0,2.4,0.6,1.0,84.3,1
P0101,2024-03-01,4,7.2,1,4,0,5,0,4.5,0.4,0.918,80.4,1
P0101,2024-04-01,5,6.7,1,4,0,4,0,4.2,0.2,1.0,88.8,1
P0101,2024-05-01,6,7.9,1,4,0,10,5,2.2,1.4,0.842,79.6,1
P0101,2024-06-01,4,8.9,1,4,0,1,0,3.6,2.9,1.0,93.4,1
P0101,2024-07-01,7,8.0,1,4,0,6,1,4.4,0.0,1.0,83.8,1
P0101,2024-08-01,6,8.9,1,4,0,2,0,5.2,0.2,1.0,89.6,1
P0101,2024-09-01,8,7.0,1,4,0,5,1,4.6,2.1,1.0,80.5,1
P0101,2024-10-01,4,9.7,1,4,0,3,0,1.7,0.0,1.0,85.5,1
P0101,2024-11-01,4,4.2,1,4,0,6,2,3.1,2.3,0.856,90.2,1
P0101,2024-12-01,5,6.7,1,4,0,5,1,3.0,1.8,0.967,85.7,1
P0102,2024-01-01,6,5.2,1,3,0,4,1,4.5,1.9,1.0,83.1,1
P0102,2024-02-01,5,9.7,1,3,0,4,1,3.4,0.0,1.0,86.4,1
P0102,2024-03-01,5,12.0,1,3,0,5,2,4.9,0.6,1.0,89.4,1
P0102,2024-04-01,5,6.1,1,3,0,8,3,3.4,3.1,0.825,76.3,1
P0102,2024-05-01,4,8.6,1,3,0,4,3,4.7,0.0,0.853,81.7,1
P0102,2024-06-01,6,11.3,1,3,0,6,2,4.7,1.2,1.0,91.3,1
P0102,2024-07-01,5,9.1,1,3,0,5,2,4.2,2.1,1.0,89.5,1
P0102,2024-08-01,5,8.4,1,3,0,5,2,4.2,1.6,0.984,89.8,1
P0102,2024-09-01,5,8.9,1,3,0,4,1,3.0,1.6,1.0,83.0,1
P0102,2024-10-01,4,9.3,1,3,0,7,5,2.5,2.2,0.86,78.5,1
P0102,2024-11-01,7,13.1,1,3,0,9,5,5.1,1.2,1.0,84.8,1
P0102,2024-12-01,4,6.4,1,3,0,6,1,4.5,0.9,0.968,83.9,1
P0103,2024-01-01,4,6.9,1,3,1,7,2,3.3,2.0,0.878,78.8,1
P0103,2024-02-01,6,7.8,1,3,1,8,1,5.2,0.2,0.985,79.8,1
P0103,2024-03-01,4,6.5,1,3,1,6,1,4.0,1.2,0.919,82.3,1
P0103,2024-04-01,4,4.4,1,3,1,6,1,3.0,0.8,0.929,76.6,1
P0103,2024-05-01,5,5.7,1,3,1,8,0,4.7,1.0,0.976,82.1,1
P0103,2024-06-01,5,7.8,1,3,1,3,0,4.6,1.6,1.0,84.4,1
P0103,2024-07-01,3,8.8,1,3,1,5,0,4.7,1.3,0.965,88.6,1
P0103,2024-08-01,4,5.4,1,3,1,5,0,5.3,0.8,0.952,86.1,1
P0103,2024-09-01,4,7.4,1,3,1,6,1,4.3,2.2,0.989,87.1,1
P0103,2024-10-01,4,6.6,1,3,1,5,0,5.1,0.4,0.955,82.3,1
