state,district,month,theme,visits_per_1k,funds_on_time,data_quality,female_pct,training_sessions,outreach_pre_monsoon,monsoon,beneficiaries,age0_5,age6_17,age18_35,age36_plus,outcome_score,dropout_rate,nps,data_issue_flag
Maharashtra,Maharashtra-Dist-07,2025-07-01,Health,5.24,0.795,0.599,0.45,8,0,1,345,56,63,111,115,100.0,0.01,34.0,OK
Maharashtra,Maharashtra-Dist-07,2025-08-01,Health,5.31,0.79,0.621,0.501,4,0,1,330,55,54,119,102,100.0,0.01,37.2,OK
Maharashtra,Maharashtra-Dist-08,2023-02-01,Education,5.22,0.691,0.711,0.56,6,0,0,305,19,167,120,0,100.0,0.01,32.0,OK
Maharashtra,Maharashtra-Dist-08,2023-03-01,Education,4.74,0.673,0.8,0.536,7,0,0,262,4,134,96,28,100.0,0.01,36.2,OK
Maharashtra,Maharashtra-Dist-08,2023-05-01,Education,3.82,0.478,0.781,0.504,5,1,0,260,16,140,98,6,99.3,0.01,20.4,OK
Maharashtra,Maharashtra-Dist-08,2023-07-01,WASH,2.99,0.677,0.715,0.504,6,0,1,249,10,36,95,108,87.8,0.051,28.7,OK
Maharashtra,Maharashtra-Dist-08,2023-08-01,Livelihoods,4.39,0.656,0.967,0.525,6,0,1,258,0,0,0,0,100.0,0.01,41.7,MISSING_AGE
Maharashtra,Maharashtra-Dist-08,2023-09-01,Skilling,3.45,0.586,0.614,0.747,5,0,1,284,17,44,116,107,97.2,0.01,26.7,OK
Maharashtra,Maharashtra-Dist-08,2023-10-01,Education,4.48,0.637,0.643,0.455,3,0,0,264,20,134,97,13,98.9,0.01,15.6,OK
Maharashtra,Maharashtra-Dist-08,2023-11-01,Skilling,2.89,0.514,0.742,0.629,5,0,0,251,13,41,100,97,91.2,0.02,21.7,OK
Maharashtra,Maharashtra-Dist-08,2023-12-01,Education,2.69,0.686,0.762,0.564,3,0,0,241,13,129,102,0,91.2,0.056,25.6,OK
Maharashtra,Maharashtra-Dist-08,2024-01-01,Skilling,4.86,0.744,0.749,0.64,2,0,0,238,0,0,0,0,100.0,0.01,33.4,MISSING_AGE
Maharashtra,Maharashtra-Dist-08,2024-05-01,Skilling,4.26,0.774,0.591,0.643,9,1,0,270,15,52,92,111,100.0,0.01,33.8,OK
Maharashtra,Maharashtra-Dist-08,2024-06-01,Health,3.77,0.588,0.727,0.595,3,0,1,261,51,58,107,45,94.6,0.01,17.8,OK
Maharashtra,Maharashtra-Dist-08,2024-08-01,Skilling,5.37,0.614,0.693,0.66,10,0,1,276,11,41,118,106,100.0,0.01,18.4,OK
Maharashtra,Maharashtra-Dist-08,2024-09-01,WASH,4.43,0.694,0.649,0.56,7,0,1,286,6,43,101,136,100.0,0.029,17.9,OK
Maharashtra,Maharashtra-Dist-08,2024-10-01,Livelihoods,5.05,0.473,0.704,0.514,4,0,0,276,2,28,106,140,100.0,0.01,15.1,OK
Maharashtra,Maharashtra-Dist-08,2024-12-01,Health,4.6,0.778,0.807,0.483,4,0,0,245,42,49,94,60,100.0,0.01,27.2,OK
Maharashtra,Maharashtra-Dist-08,2025-01-01,WASH,4.3,0.719,0.61,0.547,6,0,0,277,12,54,91,120,100.0,0.01,35.3,OK
Maharashtra,Maharashtra-Dist-08,2025-03-01,WASH,3.19,0.555,0.422,0.543,4,0,0,251,7,47,80,117,88.1,0.06,3.6,OK
Maharashtra,Maharashtra-Dist-08,2025-04-01,WASH,3.2,0.696,0.974,0.557,6,1,0,262,7,39,115,101,96.8,0.01,35.0,OK
Maharashtra,Maharashtra-Dist-08,2025-06-01,WASH,3.58,0.595,0.804,0.508,4,0,1,247,10,50,98,89,95.1,0.04,27.3,OK
Maharashtra,Maharashtra-Dist-08,2025-07-01,Skilling,3.08,0.47,0.613,0.615,6,0,1,299,0,0,0,0,87.9,0.033,14.1,MISSING_AGE
Maharashtra,Maharashtra-Dist-08,2025-10-01,Livelihoods,4.98,0.639,0.672,0.492,5,0,0,265,10,49,96,110,100.0,0.01,10.9,OK
Odisha,Odisha-Dist-01,2023-01-01,Livelihoods,5.34,0.741,0.73,0.527,6,0,0,324,17,51,120,136,100.0,0.01,27.3,OK
Odisha,Odisha-Dist-01,2023-02-01,Skilling,3.93,0.901,0.618,0.665,6,0,0,286,17,50,111,108,100.0,0.01,33.9,OK
Odisha,Odisha-Dist-01,2023-04-01,Skilling,4.79,0.954,0.858,0.558,6,1,0,312,21,64,115,112,100.0,0.01,51.1,OK
Odisha,Odisha-Dist-01,2023-05-01,Health,5.75,0.695,0.739,0.538,8,1,0,298,45,71,97,85,100.0,0.01,36.0,OK
Odisha,Odisha-Dist-01,2023-07-01,Education,3.46,0.652,0.77,0.546,7,0,1,292,13,161,119,0,100.0,0.021,18.5,OK
Odisha,Odisha-Dist-01,2023-08-01,WASH,4.89,0.747,0.967,0.463,7,0,1,283,0,0,0,0,100.0,0.01,39.8,MISSING_AGE
Odisha,Odisha-Dist-01,2023-09-01,Health,5.31,0.538,0.809,0.587,3,0,1,326,50,63,116,97,100.0,0.01,18.4,OK
Odisha,Odisha-Dist-01,2023-10-01,Education,4.97,0.911,0.832,0.569,9,0,0,294,16,173,119,0,100.0,0.01,46.1,OK
Odisha,Odisha-Dist-01,2023-11-01,WASH,7.2,0.848,0.762,0.485,5,0,0,328,23,65,127,113,100.0,0.01,40.4,OK
Odisha,Odisha-Dist-01,2023-12-01,Health,5.44,0.653,0.772,0.567,7,0,0,347,58,67,116,106,100.0,0.01,20.6,OK
Odisha,Odisha-Dist-01,2024-02-01,Livelihoods,4.82,0.932,0.887,0.46,5,0,0,297,11,67,124,95,100.0,0.01,37.5,OK
Odisha,Odisha-Dist-01,2024-03-01,Education,4.52,0.754,0.698,0.528,6,0,0,296,0,0,0,0,100.0,0.01,30.5,MISSING_AGE
Odisha,Odisha-Dist-01,2024-04-01,Livelihoods,4.68,0.874,0.848,0.406,9,1,0,305,19,41,120,125,100.0,0.01,44.4,OK
Odisha,Odisha-Dist-01,2024-07-01,WASH,3.52,0.762,0.841,0.496,4,0,1,313,16,65,120,112,89.1,0.029,37.5,OK
Odisha,Odisha-Dist-01,2024-08-01,Health,5.54,0.682,0.683,0.431,5,0,1,312,49,67,114,82,100.0,0.01,11.9,OK
Odisha,Odisha-Dist-01,2024-12-01,Health,4.25,0.693,0.751,0.588,5,0,0,286,56,43,110,77,100.0,0.01,21.4,OK
Odisha,Odisha-Dist-01,2025-02-01,Health,5.83,0.834,0.721,0.505,7,0,0,315,43,47,124,101,100.0,0.01,31.9,OK
Odisha,Odisha-Dist-01,2025-03-01,Education,5.07,0.797,0.8,0.566,6,0,0,365,15,190,128,32,100.0,0.01,35.7,OK
Odisha,Odisha-Dist-01,2025-04-01,Education,4.16,0.849,0.655,0.474,6,1,0,296,0,0,0,0,100.0,0.01,34.1,MISSING_AGE
Odisha,Odisha-Dist-01,2025-05-01,Education,5.8,0.683,0.854,0.564,6,1,0,316,17,172,117,10,100.0,0.01,26.9,OK
Odisha,Odisha-Dist-01,2025-07-01,Livelihoods,4.16,0.695,0.757,0.544,3,0,1,283,10,55,100,118,96.1,0.017,28.9,OK
Odisha,Odisha-Dist-01,2025-08-01,Livelihoods,4.33,0.769,0.856,0.523,9,0,1,327,12,52,135,128,100.0,0.01,47.7,OK
Odisha,Odisha-Dist-01,2025-09-01,Skilling,3.48,0.565,0.524,0.572,8,0,1,295,14,58,128,95,98.9,0.016,18.8,OK
Odisha,Odisha-Dist-02,2023-01-01,Livelihoods,6.36,0.793,0.844,0.525,9,0,0,346,9,47,134,156,100.0,0.01,46.0,OK
Odisha,Odisha-Dist-02,2023-03-01,Health,7.32,0.778,0.835,0.436,6,0,0,359,57,59,128,115,100.0,0.01,31.7,OK
Odisha,Odisha-Dist-02,2023-06-01,Education,4.26,0.69,0.879,0.536,6,0,1,306,12,160,134,0,100.0,0.01,20.7,OK
Odisha,Odisha-Dist-02,2023-08-01,Skilling,4.34,0.503,0.823,0.507,1,0,1,292,14,49,131,98,93.2,0.01,33.8,OK
Odisha,Odisha-Dist-02,2023-10-01,Health,5.27,0.721,0.825,0.43,4,0,0,316,50,46,125,95,100.0,0.01,37.4,OK
Odisha,Odisha-Dist-02,2023-12-01,WASH,4.8,0.731,0.683,0.513,8,0,0,314,12,64,128,110,100.0,0.01,26.6,OK
Odisha,Odisha-Dist-02,2024-02-01,Health,6.0,0.858,1.0,0.399,7,0,0,278,49,54,121,54,100.0,0.01,37.8,OK
Odisha,Odisha-Dist-02,2024-04-01,Livelihoods,5.15,0.873,0.822,0.41,9,1,0,316,0,0,0,0,100.0,0.01,25.5,MISSING_AGE
Odisha,Odisha-Dist-02,2024-07-01,Health,5.06,0.835,0.923,0.451,5,0,1,292,36,63,116,77,100.0,0.01,31.9,OK
Odisha,Odisha-Dist-02,2024-08-01,Skilling,4.49,0.812,0.568,0.718,9,0,1,303,14,46,108,135,100.0,0.01,30.6,OK
Odisha,Odisha-Dist-02,2024-10-01,Education,6.88,0.585,0.565,0.383,9,0,0,340,8,168,130,34,100.0,0.01,20.2,OK
Odisha,Odisha-Dist-02,2024-12-01,WASH,5.11,0.918,0.9,0.473,7,0,0,299,14,57,121,107,100.0,0.01,43.2,OK
Odisha,Odisha-Dist-02,2025-02-01,WASH,4.49,0.945,0.777,0.575,7,0,0,327,18,50,131,128,100.0,0.01,36.3,OK
Odisha,Odisha-Dist-02,2025-03-01,Health,6.21,0.677,0.93,0.534,7,0,0,289,48,55,110,76,100.0,0.01,34.8,OK
Odisha,Odisha-Dist-02,2025-05-01,Health,6.57,0.796,0.723,0.445,4,1,0,328,61,70,130,67,100.0,0.01,26.3,OK
Odisha,Odisha-Dist-02,2025-06-01,Education,5.79,0.522,0.793,0.517,8,0,1,327,8,181,136,2,100.0,0.01,17.6,OK
Odisha,Odisha-Dist-02,2025-07-01,Education,6.26,0.734,0.742,0.504,3,0,1,315,12,167,115,21,100.0,0.01,36.7,OK
Odisha,Odisha-Dist-02,2025-08-01,WASH,4.89,0.95,0.837,0.386,8,0,1,316,18,40,100,158,100.0,0.01,45.3,OK
Odisha,Odisha-Dist-02,2025-09-01,Livelihoods,6.57,0.364,0.498,0.531,3,0,1,320,0,0,0,0,100.0,0.01,6.1,MISSING_AGE
Odisha,Odisha-Dist-03,2023-02-01,WASH,6.62,0.648,0.768,0.46,5,0,0,317,19,55,122,121,100.0,0.01,38.4,OK
Odisha,Odisha-Dist-03,2023-04-01,Education,5.3,0.635,0.716,0.467,7,1,0,300,0,0,0,0,100.0,0.01,34.5,MISSING_AGE
Odisha,Odisha-Dist-03,2023-05-01,Skilling,6.82,0.912,0.797,0.581,4,1,0,306,12,67,120,107,100.0,0.01,40.8,OK
Odisha,Odisha-Dist-03,2023-06-01,Education,6.19,0.746,0.777,0.452,5,0,1,322,29,171,119,3,100.0,0.01,33.3,OK
Odisha,Odisha-Dist-03,2023-07-01,Education,4.74,0.766,1.0,0.518,8,0,1,315,16,161,115,23,100.0,0.01,37.9,OK
Odisha,Odisha-Dist-03,2024-01-01,Skilling,4.96,0.745,0.885,0.6,5,0,0,336,23,59,139,115,100.0,0.01,33.0,OK
Odisha,Odisha-Dist-03,2024-02-01,Education,5.95,0.909,0.659,0.477,10,0,0,355,15,188,134,18,100.0,0.01,24.0,OK
Odisha,Odisha-Dist-03,2024-03-01,Education,5.45,0.855,0.916,0.543,5,0,0,296,15,153,130,0,100.0,0.01,31.2,OK
Odisha,Odisha-Dist-03,2024-05-01,WASH,6.29,0.719,0.758,0.472,7,1,0,328,15,64,130,119,100.0,0.01,25.0,OK
Odisha,Odisha-Dist-03,2024-08-01,Skilling,6.63,0.617,0.812,0.653,11,0,1,344,15,71,140,118,100.0,0.01,20.6,OK
Odisha,Odisha-Dist-03,2024-11-01,WASH,4.81,0.898,0.716,0.436,6,0,0,300,8,48,125,119,100.0,0.01,34.7,OK
Odisha,Odisha-Dist-03,2024-12-01,Livelihoods,4.82,0.757,0.86,0.546,4,0,0,306,16,61,106,123,100.0,0.01,28.5,OK
Odisha,Odisha-Dist-03,2025-01-01,Skilling,6.4,0.627,0.706,0.582,3,0,0,304,0,0,0,0,100.0,0.01,20.9,MISSING_AGE
Odisha,Odisha-Dist-03,2025-03-01,WASH,4.7,0.732,0.86,0.479,9,0,0,315,9,50,108,148,100.0,0.01,41.2,OK
Odisha,Odisha-Dist-03,2025-04-01,Skilling,6.17,0.652,0.727,0.574,8,1,0,336,14,70,94,158,100.0,0.01,29.5,OK
Odisha,Odisha-Dist-03,2025-05-01,Education,5.5,0.944,0.792,0.466,6,1,0,283,0,0,0,0,100.0,0.01,46.5,MISSING_AGE
Odisha,Odisha-Dist-03,2025-06-01,Livelihoods,4.97,0.817,0.653,0.583,9,0,1,282,10,47,95,130,100.0,0.01,30.3,OK
Odisha,Odisha-Dist-03,2025-07-01,Health,4.6,0.87,0.682,0.511,6,0,1,338,0,0,0,0,100.0,0.01,25.2,MISSING_AGE
Odisha,Odisha-Dist-04,2023-01-01,WASH,2.95,0.702,0.714,0.393,6,0,0,267,10,38,110,109,85.3,0.039,26.6,OK
Odisha,Odisha-Dist-04,2023-02-01,Education,3.72,0.638,0.681,0.482,6,0,0,256,21,140,100,0,100.0,0.04,30.3,OK
Odisha,Odisha-Dist-04,2023-03-01,WASH,4.66,0.457,0.452,0.423,5,0,0,281,15,50,102,114,100.0,0.01,3.3,OK
Odisha,Odisha-Dist-04,2023-05-01,Skilling,4.13,0.26,0.773,0.678,7,1,0,267,17,53,92,105,100.0,0.01,10.6,OK
Odisha,Odisha-Dist-04,2023-06-01,Skilling,3.47,0.617,0.875,0.552,5,0,1,265,11,42,101,111,89.9,0.015,28.1,OK
Odisha,Odisha-Dist-04,2023-08-01,Education,2.66,0.753,0.839,0.463,4,0,1,225,11,109,66,39,87.9,0.054,22.9,OK
Odisha,Odisha-Dist-04,2023-09-01,Skilling,4.11,0.684,0.814,0.569,3,0,1,263,11,53,94,105,85.7,0.01,46.6,OK
Odisha,Odisha-Dist-04,2023-11-01,Health,3.85,0.559,0.848,0.489,3,0,0,256,41,47,104,64,92.4,0.016,23.7,OK
Odisha,Odisha-Dist-04,2024-02-01,WASH,3.22,0.749,0.87,0.499,8,0,0,286,10,43,117,116,100.0,0.045,33.3,OK
Odisha,Odisha-Dist-04,2024-06-01,Skilling,3.41,0.347,0.733,0.572,3,0,1,257,18,44,83,112,85.2,0.064,17.0,OK
Odisha,Odisha-Dist-04,2024-09-01,WASH,3.46,0.631,0.812,0.48,5,0,1,262,19,46,84,113,99.9,0.034,28.7,OK
Odisha,Odisha-Dist-04,2024-10-01,Education,2.8,0.652,0.956,0.431,5,0,0,258,19,121,108,10,90.4,0.038,37.7,OK
Odisha,Odisha-Dist-04,2024-12-01,Skilling,4.2,0.622,0.703,0.555,2,0,0,263,0,0,0,0,98.7,0.01,23.7,MISSING_AGE
Odisha,Odisha-Dist-04,2025-03-01,Livelihoods,3.15,0.499,0.686,0.445,6,0,0,270,12,56,98,104,95.6,0.067,18.4,OK
Odisha,Odisha-Dist-04,2025-04-01,WASH,4.09,0.802,1.0,0.472,3,1,0,244,16,31,113,84,97.6,0.01,49.0,OK
Odisha,Odisha-Dist-04,2025-05-01,Skilling,4.24,0.794,0.756,0.597,4,1,0,253,4,47,85,117,100.0,0.01,43.7,OK
Odisha,Odisha-Dist-04,2025-07-01,WASH,3.11,0.672,0.611,0.337,5,0,1,285,21,44,108,112,86.3,0.038,23.2,OK
Odisha,Odisha-Dist-04,2025-09-01,Livelihoods,3.39,0.597,0.894,0.417,7,0,1,277,14,53,108,102,100.0,0.01,27.9,OK
Odisha,Odisha-Dist-04,2025-10-01,WASH,5.29,0.762,0.677,0.448,4,0,0,274,2,49,112,111,100.0,0.01,43.9,OK
Odisha,Odisha-Dist-05,2023-03-01,Education,5.21,0.691,0.796,0.484,11,0,0,298,22,164,113,0,100.0,0.01,35.8,OK
Odisha,Odisha-Dist-05,2023-06-01,Livelihoods,3.9,0.479,0.722,0.565,6,0,1,265,15,37,83,130,93.3,0.01,17.1,OK
Odisha,Odisha-Dist-05,2023-08-01,Skilling,5.68,0.512,0.686,0.504,7,0,1,326,15,53,126,132,100.0,0.01,18.7,OK
Odisha,Odisha-Dist-05,2023-10-01,Health,4.48,0.73,0.85,0.592,4,0,0,298,54,50,107,87,100.0,0.01,33.6,OK
Odisha,Odisha-Dist-05,2023-11-01,Livelihoods,4.03,0.737,0.629,0.505,6,0,0,279,15,56,95,113,100.0,0.028,23.0,OK
Odisha,Odisha-Dist-05,2024-01-01,Health,4.03,0.728,0.631,0.478,5,0,0,277,45,38,95,99,100.0,0.01,29.7,OK
Odisha,Odisha-Dist-05,2024-02-01,Skilling,3.69,0.528,0.696,0.544,8,0,0,269,9,55,98,107,100.0,0.01,15.0,OK
Odisha,Odisha-Dist-05,2024-03-01,Health,6.2,0.856,0.563,0.53,7,0,0,299,51,52,109,87,100.0,0.01,39.4,OK
Odisha,Odisha-Dist-05,2024-05-01,Livelihoods,4.88,0.676,0.778,0.491,4,1,0,271,18,55,107,91,100.0,0.01,36.6,OK
Odisha,Odisha-Dist-05,2024-06-01,Health,4.2,0.646,0.598,0.47,7,0,1,262,46,39,90,87,100.0,0.01,20.3,OK
Odisha,Odisha-Dist-05,2024-07-01,WASH,4.63,0.804,0.528,0.41,4,0,1,281,18,40,111,112,100.0,0.01,30.1,OK
Odisha,Odisha-Dist-05,2024-08-01,Education,5.06,0.664,0.699,0.506,4,0,1,285,15,148,113,9,100.0,0.01,22.2,OK
Odisha,Odisha-Dist-05,2024-09-01,WASH,5.05,0.68,0.826,0.436,7,0,1,299,17,48,122,112,100.0,0.01,33.8,OK
Odisha,Odisha-Dist-05,2024-10-01,Education,4.24,0.718,0.516,0.491,7,0,0,292,18,143,91,40,100.0,0.026,19.3,OK
Odisha,Odisha-Dist-05,2024-11-01,Skilling,3.94,0.582,0.682,0.603,7,0,0,301,23,43,119,116,100.0,0.01,18.3,OK
Odisha,Odisha-Dist-05,2025-01-01,Health,6.14,0.775,0.862,0.471,4,0,0,292,0,0,0,0,100.0,0.01,27.3,MISSING_AGE
Odisha,Odisha-Dist-05,2025-02-01,WASH,3.28,0.621,0.876,0.57,3,0,0,279,0,0,0,0,93.9,0.01,11.7,MISSING_AGE
Odisha,Odisha-Dist-05,2025-03-01,Education,3.45,0.777,0.919,0.488,3,0,0,233,10,119,79,25,94.2,0.01,34.8,OK
Odisha,Odisha-Dist-05,2025-04-01,WASH,4.1,0.602,0.656,0.513,7,1,0,247,2,53,106,86,100.0,0.01,24.7,OK
Odisha,Odisha-Dist-05,2025-05-01,Skilling,4.49,0.601,0.673,0.573,2,1,0,265,16,38,106,105,100.0,0.01,21.8,OK
Odisha,Odisha-Dist-05,2025-06-01,Livelihoods,2.77,0.467,0.725,0.597,6,0,1,272,13,39,114,106,83.4,0.042,22.3,OK
Odisha,Odisha-Dist-05,2025-07-01,WASH,3.35,0.58,0.765,0.433,3,0,1,256,17,53,98,88,90.5,0.015,32.3,OK
Odisha,Odisha-Dist-05,2025-08-01,Education,3.58,0.732,0.83,0.45,6,0,1,243,18,131,80,14,97.4,0.01,38.2,OK
Odisha,Odisha-Dist-05,2025-09-01,Skilling,3.04,0.628,0.782,0.577,7,0,1,258,10,40,115,93,91.3,0.01,27.0,OK
Odisha,Odisha-Dist-06,2023-03-01,Skilling,5.75,0.781,0.715,0.632,8,0,0,307,16,59,131,101,100.0,0.01,38.7,OK
Odisha,Odisha-Dist-06,2023-06-01,WASH,3.52,0.623,0.586,0.514,2,0,1,231,4,53,101,73,84.3,0.046,10.5,OK
Odisha,Odisha-Dist-06,2023-09-01,WASH,3.79,0.359,0.659,0.457,2,0,1,266,18,27,99,122,86.0,0.03,15.3,OK
Odisha,Odisha-Dist-06,2023-10-01,Education,4.67,0.704,0.59,0.532,5,0,0,285,13,141,117,14,100.0,0.01,22.8,OK
Odisha,Odisha-Dist-06,2024-01-01,Livelihoods,5.53,0.665,0.664,0.515,5,0,0,322,12,62,120,128,100.0,0.01,30.3,OK
Odisha,Odisha-Dist-06,2024-04-01,Livelihoods,5.83,0.781,0.638,0.513,6,1,0,309,0,0,0,0,100.0,0.01,38.3,MISSING_AGE
Odisha,Odisha-Dist-06,2024-07-01,WASH,2.77,0.681,0.926,0.523,5,0,1,275,13,46,97,119,87.7,0.01,28.9,OK
Odisha,Odisha-Dist-06,2024-08-01,Education,4.88,0.55,0.626,0.514,7,0,1,311,9,172,121,9,100.0,0.01,27.7,OK
Odisha,Odisha-Dist-06,2024-11-01,Education,3.96,0.814,0.708,0.567,5,0,0,282,15,157,97,13,100.0,0.01,34.0,OK
Odisha,Odisha-Dist-06,2024-12-01,Skilling,5.27,0.356,0.637,0.648,8,0,0,295,22,66,115,92,100.0,0.01,20.0,OK
Odisha,Odisha-Dist-06,2025-03-01,WASH,6.06,0.765,0.813,0.44,4,0,0,283,18,52,93,120,100.0,0.01,25.0,OK
Odisha,Odisha-Dist-06,2025-04-01,Education,3.95,0.809,0.771,0.562,4,1,0,264,9,141,98,16,100.0,0.01,35.1,OK
Odisha,Odisha-Dist-06,2025-05-01,Health,3.31,0.582,0.696,0.56,2,1,0,261,46,28,84,103,84.2,0.01,25.9,OK
Odisha,Odisha-Dist-06,2025-08-01,Health,5.36,0.546,0.798,0.474,4,0,1,288,56,60,124,48,100.0,0.01,21.6,OK
Odisha,Odisha-Dist-06,2025-10-01,Education,4.96,0.897,0.879,0.459,4,0,0,241,6,132,91,12,100.0,0.01,46.4,OK
Odisha,Odisha-Dist-07,2023-01-01,Skilling,5.5,0.818,0.634,0.64,6,0,0,313,18,47,112,136,100.0,0.01,39.4,OK
Odisha,Odisha-Dist-07,2023-03-01,Skilling,4.1,0.765,0.914,0.635,10,0,0,257,10,46,107,94,100.0,0.01,38.0,OK
Odisha,Odisha-Dist-07,2023-04-01,WASH,4.5,0.731,0.8,0.475,8,1,0,297,20,46,110,121,100.0,0.01,37.8,OK
Odisha,Odisha-Dist-07,2023-06-01,Health,3.94,0.412,0.601,0.534,7,0,1,253,44,47,107,55,97.2,0.036,19.9,OK
Odisha,Odisha-Dist-07,2023-08-01,Livelihoods,1.86,0.667,0.692,0.608,7,0,1,261,17,52,95,97,87.4,0.06,30.5,OK
Odisha,Odisha-Dist-07,2023-09-01,Livelihoods,3.3,0.692,0.828,0.453,4,0,1,234,8,40,75,111,91.8,0.028,32.4,OK
Odisha,Odisha-Dist-07,2023-11-01,Livelihoods,4.1,0.689,0.755,0.516,4,0,0,266,18,40,96,112,100.0,0.01,35.0,OK
Odisha,Odisha-Dist-07,2024-01-01,Livelihoods,4.99,0.479,0.565,0.567,6,0,0,257,19,46,100,92,100.0,0.01,15.9,OK
Odisha,Odisha-Dist-07,2024-02-01,Skilling,4.25,0.54,0.667,0.617,6,0,0,252,15,33,86,118,100.0,0.01,15.7,OK
Odisha,Odisha-Dist-07,2024-05-01,Livelihoods,3.9,0.65,0.773,0.498,8,1,0,295,19,50,118,108,100.0,0.01,41.9,OK
Odisha,Odisha-Dist-07,2024-07-01,Education,5.34,0.689,0.693,0.485,13,0,1,320,16,181,124,0,100.0,0.01,27.2,OK
Odisha,Odisha-Dist-07,2024-08-01,Education,4.08,0.653,0.757,0.537,3,0,1,258,7,123,105,23,97.0,0.01,36.0,OK
Odisha,Odisha-Dist-07,2024-09-01,Skilling,4.42,0.444,0.876,0.545,8,0,1,300,17,47,115,121,100.0,0.01,22.7,OK
Odisha,Odisha-Dist-07,2025-01-01,Skilling,4.53,0.541,0.795,0.596,5,0,0,253,12,39,88,114,94.8,0.01,24.5,OK
Odisha,Odisha-Dist-07,2025-04-01,Health,2.53,0.612,0.506,0.485,7,1,0,288,56,41,108,83,88.6,0.038,12.1,OK
Odisha,Odisha-Dist-07,2025-05-01,Education,4.58,0.884,0.686,0.519,6,1,0,302,15,166,128,0,100.0,0.01,40.2,OK
Odisha,Odisha-Dist-07,2025-06-01,Skilling,4.57,0.473,0.621,0.596,1,0,1,281,21,67,112,81,91.9,0.01,24.2,OK
Odisha,Odisha-Dist-07,2025-07-01,Health,2.51,0.763,0.846,0.558,4,0,1,266,44,50,117,55,88.9,0.058,25.4,OK
Odisha,Odisha-Dist-07,2025-08-01,Livelihoods,4.91,0.669,0.689,0.513,7,0,1,276,13,48,117,98,100.0,0.01,26.8,OK
Odisha,Odisha-Dist-07,2025-09-01,WASH,2.63,0.513,0.696,0.473,5,0,1,264,15,58,86,105,88.3,0.063,28.3,OK
Odisha,Odisha-Dist-07,2025-10-01,WASH,5.12,0.857,0.692,0.515,5,0,0,267,16,39,99,113,100.0,0.01,35.9,OK
Odisha,Odisha-Dist-08,2023-01-01,Skilling,5.87,0.637,0.539,0.676,7,0,0,331,14,63,135,119,100.0,0.01,16.1,OK
Odisha,Odisha-Dist-08,2023-03-01,Health,4.41,0.754,0.779,0.497,7,0,0,298,0,0,0,0,100.0,0.012,32.1,MISSING_AGE
Odisha,Odisha-Dist-08,2023-04-01,Health,4.0,0.526,0.575,0.586,4,1,0,278,49,60,124,45,100.0,0.033,24.5,OK
Odisha,Odisha-Dist-08,2023-06-01,Livelihoods,4.04,0.702,0.712,0.519,7,0,1,276,0,0,0,0,100.0,0.01,23.5,MISSING_AGE
Odisha,Odisha-Dist-08,2023-07-01,WASH,4.43,0.778,0.708,0.636,10,0,1,303,16,47,132,108,100.0,0.01,40.1,OK
Odisha,Odisha-Dist-08,2023-12-01,Livelihoods,5.71,0.907,0.853,0.478,6,0,0,331,9,71,133,118,100.0,0.01,45.4,OK
Odisha,Odisha-Dist-08,2024-01-01,Health,4.17,0.714,0.894,0.572,5,0,0,272,41,40,100,91,100.0,0.01,29.2,OK
Odisha,Odisha-Dist-08,2024-02-01,Health,5.53,0.559,1.0,0.482,6,0,0,307,53,45,103,106,100.0,0.01,25.5,OK
Odisha,Odisha-Dist-08,2024-04-01,Skilling,4.97,0.844,0.706,0.674,9,1,0,309,15,60,110,124,100.0,0.01,45.6,OK
Odisha,Odisha-Dist-08,2024-05-01,Skilling,3.64,0.712,0.541,0.656,8,1,0,326,23,61,118,124,100.0,0.01,22.9,OK
Odisha,Odisha-Dist-08,2024-06-01,Education,4.45,0.54,0.622,0.592,2,0,1,264,12,130,95,27,92.5,0.01,27.0,OK
Odisha,Odisha-Dist-08,2024-07-01,Livelihoods,4.24,0.714,0.846,0.504,6,0,1,316,13,55,109,139,100.0,0.01,23.2,OK
Odisha,Odisha-Dist-08,2024-10-01,Livelihoods,4.68,0.533,0.899,0.569,6,0,0,302,18,59,118,107,100.0,0.01,24.2,OK
Odisha,Odisha-Dist-08,2024-11-01,Skilling,6.43,0.808,0.823,0.589,7,0,0,341,24,64,137,116,100.0,0.01,34.1,OK
Odisha,Odisha-Dist-08,2025-03-01,Livelihoods,5.17,0.952,0.831,0.488,5,0,0,305,14,51,114,126,100.0,0.01,38.3,OK
Odisha,Odisha-Dist-08,2025-04-01,Health,6.83,0.866,0.669,0.549,2,1,0,303,51,64,112,76,100.0,0.01,39.6,OK
Odisha,Odisha-Dist-08,2025-06-01,Health,4.08,0.615,0.657,0.548,4,0,1,284,44,49,117,74,100.0,0.01,28.9,OK
Odisha,Odisha-Dist-08,2025-08-01,WASH,4.82,0.664,0.512,0.484,4,0,1,290,12,55,112,111,100.0,0.01,16.8,OK
Odisha,Odisha-Dist-08,2025-09-01,Livelihoods,3.69,0.728,0.726,0.473,7,0,1,278,6,45,125,102,97.1,0.01,24.7,OK
Odisha,Odisha-Dist-08,2025-10-01,Health,5.78,0.855,0.522,0.583,3,0,0,307,53,50,115,89,100.0,0.01,28.4,OK
Rajasthan,Rajasthan-Dist-01,2023-01-01,WASH,4.14,0.728,0.758,0.481,8,0,0,301,18,61,113,109,100.0,0.01,16.7,OK
