grant_id,theme,state,district,partner_id,partner_name,partner_type,hq_state,years_with_trust,prior_grants,start_date,end_date,months,budget_m_inr,n_tranches,need_index,rural_share,partner_capacity,disbursement_timeliness,on_time_reporting,budget_variance_pct,beneficiaries,cost_per_beneficiary_inr,outcome_index,risk_rating,data_quality_flag
G0359,Health,Maharashtra,Maharashtra-Dist-15,PARTNER-133,Partner 133,NGO,Chhattisgarh,1,1,2023-03-01,2024-07-01,16,91.14,2,0.598,0.691,3,0.67,0.712,0.157,2494,36545,87.5,2,OK
G0360,Skilling,Madhya Pradesh,Madhya-Dist-10,PARTNER-085,Partner 085,Academic,Andhra Pradesh,9,11,2021-11-01,2023-07-01,20,37.65,3,0.475,0.638,3,0.692,0.815,0.172,1019,36947,74.5,3,OK
G0361,Skilling,Telangana,Telangana-Dist-09,PARTNER-050,Partner 050,NGO,Madhya Pradesh,9,11,2022-06-01,2024-03-01,21,24.5,3,0.636,0.801,4,0.786,0.898,0.106,869,28190,77.2,1,OK
G0362,Skilling,Karnataka,Karnataka-Dist-08,PARTNER-023,Partner 023,NGO,Uttar Pradesh,7,6,2021-08-01,2022-06-01,10,53.46,2,0.467,0.524,3,0.726,0.723,0.227,1157,46209,71.7,2,OK
G0363,Skilling,Andhra Pradesh,Andhra-Dist-17,PARTNER-044,Partner 044,CSR,Jharkhand,0,0,2021-10-01,2023-08-01,22,27.77,4,0.92,0.524,3,0.631,0.69,0.202,568,48899,80.5,3,OK
G0364,Skilling,Jharkhand,Jharkhand-Dist-14,PARTNER-111,Partner 111,NGO,Assam,5,7,2022-11-01,2024-05-01,18,32.58,3,0.2,0.45,3,0.664,0.794,0.124,527,61829,76.6,3,OK
G0365,WASH,West Bengal,West-Dist-15,PARTNER-124,Partner 124,NGO,Uttar Pradesh,5,5,2023-05-01,2025-05-01,24,39.86,2,0.25,0.623,2,0.726,0.54,0.223,714,55825,76.3,3,OK
G0366,Education,Andhra Pradesh,Andhra-Dist-15,PARTNER-006,Partner 006,CSR,Maharashtra,1,1,2021-11-01,2023-09-01,22,50.64,2,0.493,0.427,4,0.86,0.792,0.089,929,54508,79.4,2,OK
G0367,Livelihoods,Telangana,Telangana-Dist-18,PARTNER-019,Partner 019,Government,Telangana,10,15,2022-08-01,2024-11-01,27,22.01,3,0.303,0.5,3,0.759,0.858,0.114,411,53549,76.1,3,OK
G0368,Health,Maharashtra,Maharashtra-Dist-05,PARTNER-090,Partner 090,NGO,Karnataka,0,0,2024-10-01,2026-02-01,16,44.75,5,0.582,0.737,3,0.746,0.775,0.083,1203,37200,80.1,3,OK
G0369,Skilling,Gujarat,Gujarat-Dist-07,PARTNER-036,Partner 036,CSR,Assam,9,11,2023-05-01,2025-08-01,27,30.71,2,0.457,0.372,5,0.826,1.0,-0.005,569,53970,74.9,1,OK
G0370,Livelihoods,Chhattisgarh,Chhattisgarh-Dist-10,PARTNER-056,Partner 056,NGO,Madhya Pradesh,4,6,2024-01-01,2025-08-01,19,69.63,4,0.774,0.483,2,0.697,0.54,0.159,1807,38531,84.3,3,OK
G0371,Livelihoods,Karnataka,Karnataka-Dist-10,PARTNER-016,Partner 016,NGO,Andhra Pradesh,10,14,2023-08-01,2025-07-01,23,50.72,2,0.458,0.606,4,0.718,0.821,,1041,48722,78.3,2,OK
G0372,Livelihoods,Telangana,Telangana-Dist-09,PARTNER-094,Partner 094,CSR,West Bengal,0,0,2024-10-01,2026-04-01,18,118.77,3,0.85,0.62,2,0.561,0.639,0.173,3542,33530,75.0,3,OK
G0373,Skilling,Tamil Nadu,Tamil-Dist-20,PARTNER-138,Partner 138,NGO,Uttar Pradesh,4,4,2021-12-01,2022-12-01,12,73.88,5,0.621,0.569,2,0.691,0.63,,2064,35792,67.8,2,OK
G0374,WASH,Maharashtra,Maharashtra-Dist-07,PARTNER-025,Partner 025,NGO,Madhya Pradesh,9,7,2024-07-01,2025-08-01,13,141.0,2,0.269,0.98,3,0.691,0.695,0.143,3774,37361,72.4,3,OK
G0375,Health,Telangana,Telangana-Dist-14,PARTNER-010,Partner 010,NGO,Rajasthan,9,13,2022-05-01,2024-08-01,27,74.29,4,0.408,0.793,5,0.883,1.0,-0.001,2060,36063,100.0,1,OK
G0376,Health,Uttar Pradesh,Uttar-Dist-06,PARTNER-071,Partner 071,Academic,Bihar,0,0,2023-10-01,2025-10-01,24,79.28,5,0.653,0.797,3,0.731,0.776,0.141,2580,30727,77.3,3,OK
G0377,Livelihoods,Rajasthan,Rajasthan-Dist-17,PARTNER-110,Partner 110,NGO,West Bengal,1,1,2023-03-01,2024-11-01,20,47.21,5,0.752,0.645,2,0.63,0.611,,1265,37317,85.9,3,OK
G0378,Livelihoods,Tamil Nadu,Tamil-Dist-01,PARTNER-118,Partner 118,NGO,Madhya Pradesh,7,10,2024-07-01,2026-04-01,21,47.28,3,0.713,0.811,5,1.0,1.0,0.075,1538,30739,78.8,2,OK
G0379,Livelihoods,Jharkhand,Jharkhand-Dist-02,PARTNER-055,Partner 055,NGO,Bihar,7,7,2022-04-01,2024-04-01,24,78.93,4,0.734,0.813,3,0.721,0.751,0.116,2655,29728,84.1,4,OK
G0380,Health,Rajasthan,Rajasthan-Dist-19,PARTNER-054,Partner 054,NGO,Bihar,10,10,2023-06-01,2024-07-01,13,33.92,2,0.413,0.583,3,0.796,0.632,0.132,637,53242,79.7,2,OK
G0381,Health,Uttar Pradesh,Uttar-Dist-09,PARTNER-064,Partner 064,NGO,Andhra Pradesh,7,6,2021-06-01,2022-04-01,10,75.04,2,0.26,0.639,3,0.608,0.751,0.099,1429,52510,84.7,2,OK
G0382,Health,Assam,Assam-Dist-11,PARTNER-093,Partner 093,CSR,Karnataka,9,12,2022-03-01,2022-12-01,9,76.87,2,0.724,0.301,4,0.928,0.905,0.088,1668,46083,82.2,2,OK
G0383,Education,Assam,Assam-Dist-09,PARTNER-026,Partner 026,Academic,Bihar,0,0,2021-05-01,2022-01-01,8,93.61,3,0.35,0.605,2,0.67,0.524,0.18,1798,52065,80.7,2,OK
G0384,Skilling,Bihar,Bihar-Dist-14,PARTNER-119,Partner 119,Government,Bihar,9,13,2023-10-01,2024-08-01,10,35.09,2,0.631,0.559,3,0.692,0.821,0.111,1101,31874,86.5,2,OK
G0385,Education,Telangana,Telangana-Dist-16,PARTNER-081,Partner 081,Academic,Bihar,6,7,2024-12-01,2026-02-01,14,51.69,3,0.779,0.736,3,0.651,0.754,0.032,1795,28798,79.5,3,OK
G0386,Skilling,Maharashtra,Maharashtra-Dist-05,PARTNER-032,Partner 032,NGO,Madhya Pradesh,2,2,2021-08-01,2023-11-01,27,17.58,3,0.309,0.696,3,0.705,0.754,0.133,467,37646,73.4,3,OK
G0387,Education,Bihar,Bihar-Dist-19,PARTNER-088,Partner 088,NGO,Maharashtra,8,9,2023-08-01,2024-09-01,13,61.71,3,0.822,0.556,4,0.79,0.972,0.114,1920,32141,81.5,2,OK
G0388,Skilling,Uttar Pradesh,Uttar-Dist-08,PARTNER-022,Partner 022,NGO,Karnataka,2,2,2024-12-01,2026-04-01,16,20.95,2,0.86,0.576,4,0.871,0.738,0.22,630,33257,84.5,2,OK
G0389,Livelihoods,Chhattisgarh,Chhattisgarh-Dist-04,PARTNER-130,Partner 130,Academic,Odisha,6,8,2021-07-01,2023-07-01,24,29.08,3,0.652,0.448,5,0.982,1.0,0.101,652,44605,80.6,1,OK
G0390,WASH,Andhra Pradesh,Andhra-Dist-20,PARTNER-122,Partner 122,NGO,Bihar,8,7,2022-02-01,2023-02-01,12,37.34,5,0.746,0.81,3,0.634,0.639,0.154,1130,33045,81.4,2,OK
G0391,Education,Gujarat,Gujarat-Dist-07,PARTNER-021,Partner 021,Government,Karnataka,4,3,2022-01-01,2023-01-01,12,61.06,2,0.45,0.487,3,0.704,0.641,0.165,1366,44698,78.4,2,OK
G0392,WASH,Odisha,Odisha-Dist-05,PARTNER-036,Partner 036,CSR,Assam,9,11,2022-10-01,2024-09-01,23,32.02,3,0.2,0.565,3,0.721,0.764,0.143,884,36224,67.8,3,OK
G0393,WASH,Tamil Nadu,Tamil-Dist-08,PARTNER-110,Partner 110,NGO,West Bengal,1,1,2024-06-01,2026-08-01,26,48.56,3,0.528,0.842,1,0.417,0.519,0.174,1493,32523,86.9,2,OK
G0394,Livelihoods,Telangana,Telangana-Dist-08,PARTNER-013,Partner 013,CSR,Madhya Pradesh,6,5,2023-11-01,2024-07-01,8,16.27,4,0.554,0.653,4,0.856,0.819,0.042,609,26723,83.7,1,OK
G0395,Education,Uttar Pradesh,Uttar-Dist-16,PARTNER-019,Partner 019,Government,Telangana,10,15,2023-03-01,2025-03-01,24,89.5,2,0.492,0.762,3,0.656,0.881,0.12,2352,38051,73.9,3,OK
G0396,Livelihoods,Telangana,Telangana-Dist-11,PARTNER-140,Partner 140,NGO,Assam,2,2,2022-04-01,2023-03-01,11,79.6,2,0.218,0.652,4,0.857,0.933,0.071,1595,49905,82.2,2,OK
G0397,Health,Gujarat,Gujarat-Dist-11,PARTNER-112,Partner 112,NGO,Uttar Pradesh,0,0,2022-04-01,2023-11-01,19,108.78,3,0.768,0.566,2,0.558,0.705,0.204,2956,36800,82.3,3,OK
G0398,WASH,Telangana,Telangana-Dist-09,PARTNER-124,Partner 124,NGO,Uttar Pradesh,5,5,2021-12-01,2023-02-01,14,62.2,3,0.536,0.622,4,0.795,0.827,,1824,34102,79.9,1,OK
G0399,WASH,Chhattisgarh,Chhattisgarh-Dist-11,PARTNER-135,Partner 135,NGO,Rajasthan,1,1,2022-09-01,2024-11-01,26,54.01,2,0.724,0.629,3,0.641,0.694,0.156,1667,32400,78.6,2,OK
G0400,Education,Andhra Pradesh,Andhra-Dist-02,PARTNER-065,Partner 065,Academic,Tamil Nadu,6,5,2021-10-01,2022-11-01,13,48.83,3,0.714,0.863,3,0.741,0.669,0.151,1681,29048,84.3,3,OK
G0401,Skilling,Jharkhand,Jharkhand-Dist-08,PARTNER-104,Partner 104,NGO,Chhattisgarh,0,0,2023-02-01,2024-02-01,12,21.69,2,0.272,0.698,3,0.712,0.722,0.112,717,30255,77.9,3,OK
G0402,Livelihoods,Gujarat,Gujarat-Dist-02,PARTNER-097,Partner 097,CSR,Assam,8,5,2021-11-01,2023-06-01,19,44.67,2,0.562,0.98,2,0.577,0.669,0.127,1463,30536,78.0,3,OK
G0403,Health,Odisha,Odisha-Dist-01,PARTNER-061,Partner 061,NGO,Odisha,7,7,2022-08-01,2023-08-01,12,103.15,2,0.591,0.638,3,0.513,0.798,0.12,2901,35555,79.9,2,OK
G0404,WASH,Jharkhand,Jharkhand-Dist-10,PARTNER-103,Partner 103,Academic,West Bengal,0,0,2024-01-01,2025-08-01,19,106.21,3,0.603,0.31,2,0.709,0.627,0.095,2090,50816,80.7,4,OK
G0405,WASH,Jharkhand,Jharkhand-Dist-07,PARTNER-062,Partner 062,CSR,Andhra Pradesh,4,3,2021-04-01,2023-01-01,21,77.69,5,0.2,0.774,3,0.692,0.752,0.135,1731,44879,69.2,2,OK
G0406,Livelihoods,Andhra Pradesh,Andhra-Dist-11,PARTNER-083,Partner 083,CSR,Rajasthan,9,13,2024-11-01,2026-07-01,20,43.49,5,0.383,0.558,4,0.897,0.807,-0.031,913,47632,83.2,2,OK
G0407,Skilling,Gujarat,Gujarat-Dist-04,PARTNER-018,Partner 018,NGO,Bihar,3,2,2022-12-01,2024-03-01,15,28.32,3,0.335,0.923,4,0.915,0.827,0.165,888,31888,73.7,1,OK
G0408,Skilling,Uttar Pradesh,Uttar-Dist-06,PARTNER-069,Partner 069,CSR,Gujarat,8,7,2021-09-01,2023-02-01,17,35.09,4,0.281,0.539,5,0.939,0.911,-0.008,692,50702,72.8,1,OK
G0409,Skilling,Odisha,Odisha-Dist-11,PARTNER-126,Partner 126,CSR,Rajasthan,5,7,2023-06-01,2024-08-01,14,22.35,4,0.501,0.669,2,0.589,0.699,0.21,738,30282,76.9,4,OK
G0410,Skilling,West Bengal,West-Dist-17,PARTNER-106,Partner 106,NGO,Madhya Pradesh,4,3,2021-02-01,2022-01-01,11,18.12,5,0.628,0.513,2,0.662,0.636,0.17,242,74876,79.5,2,OK
G0411,Health,Gujarat,Gujarat-Dist-03,PARTNER-056,Partner 056,NGO,Madhya Pradesh,4,6,2022-08-01,2023-10-01,14,74.43,2,0.322,0.693,3,0.631,0.75,0.079,1741,42753,78.6,3,OK
G0412,Skilling,Uttar Pradesh,Uttar-Dist-08,PARTNER-026,Partner 026,Academic,Bihar,0,0,2021-11-01,2023-07-01,20,101.71,3,0.497,0.672,3,0.755,0.76,0.181,2553,39840,75.5,4,OK
G0413,Skilling,Jharkhand,Jharkhand-Dist-19,PARTNER-043,Partner 043,NGO,Karnataka,6,6,2024-05-01,2025-01-01,8,15.1,4,0.31,0.365,4,0.839,0.957,0.067,243,62132,83.3,1,OK
G0414,Education,West Bengal,West-Dist-02,PARTNER-105,Partner 105,NGO,Chhattisgarh,2,1,2023-09-01,2025-07-01,22,88.83,3,0.429,0.576,2,0.591,0.777,0.228,2176,40824,79.2,3,OK
G0415,Health,West Bengal,West-Dist-18,PARTNER-125,Partner 125,NGO,Jharkhand,3,3,2022-11-01,2023-09-01,10,68.91,4,0.559,0.51,3,0.678,0.782,0.079,1498,45998,90.2,3,OK
G0416,Livelihoods,Chhattisgarh,Chhattisgarh-Dist-08,PARTNER-031,Partner 031,Academic,West Bengal,4,3,2022-02-01,2024-04-01,26,133.5,3,0.715,0.562,4,0.762,0.851,0.033,3597,37113,75.6,2,OK
G0417,Skilling,Rajasthan,Rajasthan-Dist-06,PARTNER-063,Partner 063,NGO,Uttar Pradesh,8,10,2021-03-01,2022-12-01,21,15.32,2,0.853,0.808,4,0.781,0.903,0.064,538,28472,87.4,2,OK
G0418,Education,West Bengal,West-Dist-08,PARTNER-109,Partner 109,NGO,Jharkhand,9,12,2022-07-01,2024-02-01,19,49.02,2,0.2,0.606,4,0.835,0.773,0.081,1029,47638,78.6,1,OK
G0419,Health,Assam,Assam-Dist-20,PARTNER-139,Partner 139,NGO,Odisha,6,9,2023-05-01,2025-01-01,20,85.32,2,0.768,0.607,3,0.747,0.752,0.182,2485,34335,88.1,2,OK
G0420,Health,Odisha,Odisha-Dist-06,PARTNER-138,Partner 138,NGO,Uttar Pradesh,4,4,2024-06-01,2025-06-01,12,128.04,2,0.868,0.539,2,0.591,0.545,0.227,3513,36447,88.2,3,OK
G0421,Education,Tamil Nadu,Tamil-Dist-03,PARTNER-097,Partner 097,CSR,Assam,8,5,2021-08-01,2022-05-01,9,35.01,3,0.769,0.855,2,0.607,0.692,0.103,1166,30026,72.8,2,OK
G0422,WASH,Uttar Pradesh,Uttar-Dist-03,PARTNER-087,Partner 087,Academic,Madhya Pradesh,2,2,2024-08-01,2025-06-01,10,52.03,5,0.241,0.723,3,0.56,0.909,0.062,1168,44545,71.2,3,OK
G0423,Livelihoods,Gujarat,Gujarat-Dist-19,PARTNER-028,Partner 028,CSR,Assam,4,5,2022-06-01,2023-08-01,14,79.08,4,0.361,0.711,3,0.749,0.79,0.095,2020,39148,78.7,3,OK
G0424,Health,Karnataka,Karnataka-Dist-19,PARTNER-068,Partner 068,NGO,West Bengal,9,7,2024-04-01,2025-07-01,15,46.51,3,0.363,0.783,3,0.754,0.743,0.087,1162,40027,78.1,2,OK
G0425,Education,West Bengal,West-Dist-02,PARTNER-054,Partner 054,NGO,Bihar,10,10,2022-08-01,2024-09-01,25,58.45,4,0.636,0.835,4,0.79,0.936,0.03,1930,30282,88.2,2,OK
G0426,Livelihoods,Jharkhand,Jharkhand-Dist-02,PARTNER-011,Partner 011,NGO,Gujarat,3,2,2022-10-01,2023-10-01,12,40.3,2,0.415,0.795,3,0.676,0.735,0.095,936,43052,72.9,2,OK
G0427,Livelihoods,Andhra Pradesh,Andhra-Dist-20,PARTNER-119,Partner 119,Government,Bihar,9,13,2021-04-01,2023-02-01,22,44.1,2,0.593,0.577,1,0.578,0.452,0.355,1085,40643,81.7,2,LATE_REPORTING
G0428,Livelihoods,Rajasthan,Rajasthan-Dist-01,PARTNER-030,Partner 030,Academic,Chhattisgarh,2,1,2021-10-01,2023-06-01,20,48.53,3,0.626,0.657,2,0.688,0.602,0.151,1495,32464,72.6,4,OK
G0429,WASH,West Bengal,West-Dist-20,PARTNER-138,Partner 138,NGO,Uttar Pradesh,4,4,2021-10-01,2023-03-01,17,69.48,3,0.2,0.333,3,0.779,0.759,0.176,1134,61269,73.7,2,OK
G0430,Education,Uttar Pradesh,Uttar-Dist-13,PARTNER-003,Partner 003,NGO,West Bengal,8,12,2022-06-01,2024-03-01,21,109.31,3,0.2,0.401,3,0.691,0.6,0.125,1800,60729,69.6,3,OK
G0431,Education,Odisha,Odisha-Dist-20,PARTNER-055,Partner 055,NGO,Bihar,7,7,2024-10-01,2026-03-01,17,62.02,2,0.262,0.447,4,0.822,0.93,0.053,1242,49931,77.3,1,OK
G0432,Health,Uttar Pradesh,Uttar-Dist-20,PARTNER-047,Partner 047,NGO,Gujarat,8,9,2021-06-01,2022-05-01,11,53.87,3,0.603,0.707,4,0.825,0.789,0.051,1600,33671,86.4,3,OK
G0433,Health,Rajasthan,Rajasthan-Dist-07,PARTNER-028,Partner 028,CSR,Assam,4,5,2024-03-01,2026-03-01,24,97.15,2,0.51,0.493,2,0.565,0.747,0.089,2015,48213,74.4,2,OK
G0434,WASH,Madhya Pradesh,Madhya-Dist-05,PARTNER-013,Partner 013,CSR,Madhya Pradesh,6,5,2023-09-01,2025-05-01,20,41.35,6,0.595,0.783,2,0.636,0.64,0.131,1296,31905,73.0,2,OK
G0435,Education,Maharashtra,Maharashtra-Dist-03,PARTNER-118,Partner 118,NGO,Madhya Pradesh,7,10,2022-06-01,2024-02-01,20,133.55,4,0.255,0.618,4,0.793,0.956,0.074,2807,47577,72.4,2,OK
G0436,Education,Rajasthan,Rajasthan-Dist-17,PARTNER-058,Partner 058,NGO,Assam,2,1,2021-10-01,2022-10-01,12,81.2,4,0.451,0.606,4,0.788,0.899,0.152,2089,38870,91.4,2,OK
G0437,WASH,Maharashtra,Maharashtra-Dist-12,PARTNER-122,Partner 122,NGO,Bihar,8,7,2024-02-01,2025-02-01,12,29.56,2,0.225,0.485,3,0.609,0.693,0.097,278,106330,76.6,2,OK
G0438,WASH,Tamil Nadu,Tamil-Dist-06,PARTNER-124,Partner 124,NGO,Uttar Pradesh,5,5,2023-11-01,2025-02-01,15,78.43,3,0.2,0.652,4,0.797,0.875,0.104,1726,45442,73.7,2,OK
G0439,Livelihoods,Chhattisgarh,Chhattisgarh-Dist-15,PARTNER-055,Partner 055,NGO,Bihar,7,7,2021-12-01,2022-09-01,9,47.01,2,0.866,0.547,3,0.701,0.732,0.081,1566,30017,78.8,1,OK
G0440,Education,Odisha,Odisha-Dist-12,PARTNER-041,Partner 041,NGO,Andhra Pradesh,2,2,2022-03-01,2023-05-01,14,61.95,3,0.783,0.301,3,0.738,0.765,0.124,1405,44091,83.8,3,OK
G0441,Education,Maharashtra,Maharashtra-Dist-15,PARTNER-119,Partner 119,Government,Bihar,9,13,2022-02-01,2022-12-01,10,43.92,3,0.57,0.613,5,0.945,1.0,0.044,1267,34661,79.3,1,OK
G0442,WASH,Tamil Nadu,Tamil-Dist-01,PARTNER-138,Partner 138,NGO,Uttar Pradesh,4,4,2023-06-01,2024-04-01,10,43.51,4,0.78,0.678,4,0.769,0.947,,1334,32614,70.9,2,OK
G0443,WASH,Bihar,Bihar-Dist-05,PARTNER-003,Partner 003,NGO,West Bengal,8,12,2023-09-01,2025-08-01,23,73.96,2,0.341,0.84,4,0.834,0.811,0.03,1988,37203,76.1,2,OK
G0444,Health,Chhattisgarh,Chhattisgarh-Dist-04,PARTNER-045,Partner 045,NGO,Karnataka,7,8,2021-08-01,2022-05-01,9,58.37,3,0.386,0.659,4,0.849,0.888,0.122,1500,38911,81.5,1,OK
G0445,WASH,Chhattisgarh,Chhattisgarh-Dist-15,PARTNER-035,Partner 035,Academic,Madhya Pradesh,1,1,2022-10-01,2023-12-01,14,67.34,3,0.318,0.737,2,0.547,0.529,0.2,1527,44100,81.3,3,OK
G0446,Education,Gujarat,Gujarat-Dist-02,PARTNER-022,Partner 022,NGO,Karnataka,2,2,2024-11-01,2025-09-01,10,84.26,3,0.737,0.503,2,0.659,0.539,0.172,2262,37250,87.7,3,OK
G0447,Skilling,Assam,Assam-Dist-01,PARTNER-016,Partner 016,NGO,Andhra Pradesh,10,14,2023-05-01,2024-04-01,11,27.96,4,0.328,0.84,2,0.587,0.673,0.074,817,34218,69.6,3,OK
G0448,Livelihoods,Madhya Pradesh,Madhya-Dist-07,PARTNER-126,Partner 126,CSR,Rajasthan,5,7,2023-11-01,2026-02-01,27,45.27,3,0.543,0.657,4,0.793,1.0,0.106,1121,40387,74.2,3,OK
G0449,WASH,Maharashtra,Maharashtra-Dist-03,PARTNER-086,Partner 086,CSR,Chhattisgarh,0,0,2024-12-01,2026-04-01,16,90.77,4,0.712,0.836,4,0.849,0.94,0.137,2884,31473,75.9,2,OK
G0450,Health,Karnataka,Karnataka-Dist-09,PARTNER-124,Partner 124,NGO,Uttar Pradesh,5,5,2023-09-01,2024-11-01,14,54.29,3,0.795,0.815,4,0.969,0.846,0.123,2082,26073,92.6,3,OK
G0451,WASH,West Bengal,West-Dist-20,PARTNER-132,Partner 132,NGO,Uttar Pradesh,6,9,2021-12-01,2023-08-01,20,90.86,2,0.388,0.958,2,0.625,0.512,0.236,2500,36345,72.9,3,OK
G0452,Education,Bihar,Bihar-Dist-09,PARTNER-058,Partner 058,NGO,Assam,2,1,2022-05-01,2023-03-01,10,49.98,4,0.515,0.634,3,0.683,0.842,0.124,1193,41891,79.2,2,OK
G0453,Skilling,Rajasthan,Rajasthan-Dist-19,PARTNER-079,Partner 079,NGO,Madhya Pradesh,9,6,2021-11-01,2022-10-01,11,23.68,3,0.451,0.365,4,0.814,0.831,0.197,548,43210,68.1,2,OK
G0454,Education,Rajasthan,Rajasthan-Dist-15,PARTNER-132,Partner 132,NGO,Uttar Pradesh,6,9,2023-08-01,2025-08-01,24,70.33,4,0.59,0.658,4,0.774,0.864,0.128,1925,36533,82.1,1,OK
G0455,Skilling,Bihar,Bihar-Dist-12,PARTNER-077,Partner 077,NGO,Odisha,9,13,2024-04-01,2025-04-01,12,25.6,3,0.767,0.331,4,0.78,0.956,-0.034,687,37268,77.2,2,OK
G0456,Health,Maharashtra,Maharashtra-Dist-09,PARTNER-119,Partner 119,Government,Bihar,9,13,2024-03-01,2024-11-01,8,39.69,5,0.671,0.784,3,0.69,0.754,0.098,1414,28068,89.9,3,OK
G0457,Education,Tamil Nadu,Tamil-Dist-07,PARTNER-137,Partner 137,NGO,Andhra Pradesh,4,5,2024-04-01,2025-12-01,20,83.15,3,0.439,0.733,3,0.752,0.704,0.049,1935,42973,82.7,3,OK
G0458,Livelihoods,Rajasthan,Rajasthan-Dist-13,PARTNER-140,Partner 140,NGO,Assam,2,2,2021-07-01,2023-10-01,27,52.22,3,0.2,0.733,2,0.642,0.594,0.106,1219,42842,69.4,2,OK
G0459,Skilling,Rajasthan,Rajasthan-Dist-15,PARTNER-137,Partner 137,NGO,Andhra Pradesh,4,5,2024-08-01,2026-06-01,22,31.12,2,0.304,0.824,1,0.529,0.505,0.21,910,34197,67.6,3,OK
G0460,Education,Andhra Pradesh,Andhra-Dist-07,PARTNER-104,Partner 104,NGO,Chhattisgarh,0,0,2022-03-01,2023-11-01,20,227.33,3,0.43,0.342,4,0.804,1.0,0.052,3962,57377,74.9,3,OK
G0461,Education,Madhya Pradesh,Madhya-Dist-13,PARTNER-109,Partner 109,NGO,Jharkhand,9,12,2024-11-01,2026-09-01,22,69.39,4,0.895,0.785,2,0.548,0.645,0.119,2173,31933,79.1,4,OK
G0462,WASH,Tamil Nadu,Tamil-Dist-19,PARTNER-076,Partner 076,CSR,Gujarat,0,0,2023-08-01,2024-06-01,10,31.94,2,0.769,0.671,3,0.681,0.741,0.099,735,43460,78.3,2,OK
G0463,Education,Bihar,Bihar-Dist-01,PARTNER-010,Partner 010,NGO,Rajasthan,9,13,2024-09-01,2026-05-01,20,58.57,2,0.242,0.657,2,0.546,0.649,0.183,1406,41656,81.5,4,OK
G0464,Health,Uttar Pradesh,Uttar-Dist-13,PARTNER-007,Partner 007,CSR,Chhattisgarh,5,5,2022-06-01,2023-08-01,14,159.72,4,0.215,0.752,3,0.705,0.82,0.021,3335,47892,79.0,3,OK
G0465,WASH,Odisha,Odisha-Dist-18,PARTNER-041,Partner 041,NGO,Andhra Pradesh,2,2,2021-01-01,2022-08-01,19,54.67,4,0.515,0.485,2,0.598,0.675,0.126,1273,42943,69.0,3,OK
G0466,Skilling,Maharashtra,Maharashtra-Dist-20,PARTNER-113,Partner 113,CSR,Telangana,2,2,2023-01-01,2023-12-01,11,29.84,3,0.767,0.668,3,0.674,0.826,0.069,909,32821,79.0,3,OK
G0467,Education,Bihar,Bihar-Dist-02,PARTNER-132,Partner 132,NGO,Uttar Pradesh,6,9,2022-10-01,2024-09-01,23,66.89,3,0.433,0.402,4,0.761,0.938,0.02,1451,46101,77.4,3,OK
G0468,WASH,Telangana,Telangana-Dist-01,PARTNER-069,Partner 069,CSR,Gujarat,8,7,2022-11-01,2025-02-01,27,46.77,5,0.852,0.949,5,0.858,0.998,0.093,1775,26350,89.2,1,OK
G0469,Education,West Bengal,West-Dist-09,PARTNER-055,Partner 055,NGO,Bihar,7,7,2023-10-01,2025-09-01,23,68.26,2,0.2,0.55,4,0.809,0.989,0.133,1267,53874,77.4,2,OK
G0470,Livelihoods,Maharashtra,Maharashtra-Dist-19,PARTNER-022,Partner 022,NGO,Karnataka,2,2,2023-10-01,2025-09-01,23,56.04,4,0.398,0.485,3,0.646,0.736,0.078,995,56325,77.1,3,OK
G0471,Skilling,Odisha,Odisha-Dist-06,PARTNER-071,Partner 071,Academic,Bihar,0,0,2022-07-01,2023-10-01,15,33.57,4,0.702,0.366,1,0.552,0.565,0.208,941,35677,76.9,4,OK
G0472,Education,Maharashtra,Maharashtra-Dist-16,PARTNER-093,Partner 093,CSR,Karnataka,9,12,2022-07-01,2023-07-01,12,104.21,3,0.448,0.756,5,0.808,1.0,0.084,2644,39412,77.9,1,OK
G0473,Livelihoods,Gujarat,Gujarat-Dist-04,PARTNER-034,Partner 034,CSR,Tamil Nadu,5,3,2024-03-01,2026-06-01,27,44.18,3,0.353,0.574,5,0.949,1.0,0.068,1085,40715,87.6,2,OK
G0474,Health,Karnataka,Karnataka-Dist-14,PARTNER-009,Partner 009,CSR,Bihar,2,3,2024-10-01,2025-10-01,12,104.39,2,0.211,0.576,2,0.654,0.538,0.172,2314,45113,78.0,3,OK
G0475,Education,Maharashtra,Maharashtra-Dist-09,PARTNER-124,Partner 124,NGO,Uttar Pradesh,5,5,2023-09-01,2025-08-01,23,54.93,2,0.627,0.533,4,0.849,0.909,0.074,1359,40418,84.2,1,OK
G0476,Livelihoods,West Bengal,West-Dist-10,PARTNER-120,Partner 120,NGO,Chhattisgarh,0,0,2023-02-01,2024-05-01,15,34.72,2,0.357,0.608,4,0.834,0.844,0.091,1004,34584,77.9,1,OK
G0477,Skilling,West Bengal,West-Dist-10,PARTNER-083,Partner 083,CSR,Rajasthan,9,13,2024-02-01,2024-10-01,8,47.22,4,0.44,0.664,5,0.904,1.0,-0.051,1216,38830,66.0,1,OK
G0478,Skilling,Rajasthan,Rajasthan-Dist-17,PARTNER-095,Partner 095,Academic,Karnataka,3,4,2021-06-01,2022-05-01,11,37.05,4,0.284,0.761,3,0.77,0.667,0.142,1054,35154,70.4,2,OK
